symbol,entry_date,high_52wk,breakout_level,entry,sl,tp,quantity,position_value,risk_amount,volume_ratio,exit_date,exit_price,exit_reason,pnl_rupees,r_multiple,holding_days
APLAPOLLO,2023-07-31,1545.0,1548.09,1593.95,1545.0,1691.85,51,81291.45,2496.45,1.76,2023-08-03,1545.0,SL_HIT,-2496.45,-1.0,3
APLAPOLLO,2023-08-24,1638.0,1641.28,1655.6,1638.0,1690.8,60,99336.0,1056.0,1.5,2023-08-25,1638.0,SL_HIT,-1056.0,-1.0,1
APLAPOLLO,2025-06-04,1851.0,1854.7,1894.4,1851.0,1981.2,52,98508.8,2256.8,1.79,2025-06-12,1851.0,SL_HIT,-2256.8,-1.0,8
APLAPOLLO,2026-01-01,1936.0,1939.87,1970.0,1936.0,2038.0,50,98500.0,1700.0,3.7,2026-01-02,1936.0,SL_HIT,-1700.0,-1.0,1
APLAPOLLO,2026-01-23,1993.7,1997.69,2000.1,1993.7,2012.9,49,98004.9,313.6,3.5,2026-01-27,2012.9,TP_HIT,627.2,2.0,4
AUBANK,2025-06-09,755.5,757.01,772.0,755.5,805.0,129,99588.0,2128.5,3.12,2025-06-19,805.0,TP_HIT,4257.0,2.0,10
AUBANK,2025-06-26,810.9,812.52,819.7,810.9,837.3,121,99183.7,1064.8,1.78,2025-06-27,810.9,SL_HIT,-1064.8,-1.0,1
AUBANK,2025-10-20,841.0,842.68,865.2,841.0,913.6,103,89115.6,2492.6,7.1,2025-11-04,880.3,TIME_EXIT,1555.3,0.62,15
AUBANK,2025-12-10,973.7,975.65,993.7,973.7,1033.7,100,99370.0,2000.0,3.8,2025-12-11,973.7,SL_HIT,-2000.0,-1.0,1
AUBANK,2026-04-24,1059.2,1061.32,1065.65,1059.2,1078.55,93,99105.45,599.85,1.63,2026-04-27,1059.2,SL_HIT,-599.85,-1.0,3
AARTIIND,2023-12-27,635.0,636.27,645.75,635.0,667.25,154,99445.5,1655.5,2.51,2024-01-05,635.0,SL_HIT,-1655.5,-1.0,9
AARTIIND,2024-01-19,661.5,662.82,678.9,661.5,713.7,143,97082.7,2488.2,5.61,2024-01-20,661.5,SL_HIT,-2488.2,-1.0,1
AARTIIND,2024-04-10,717.25,718.68,736.25,717.25,774.25,131,96448.75,2489.0,5.2,2024-04-19,717.25,SL_HIT,-2489.0,-1.0,9
AARTIIND,2026-04-28,498.35,499.35,501.7,498.35,508.4,199,99838.3,666.65,2.08,2026-04-29,508.4,TP_HIT,1333.3,2.0,1
AAVAS,2024-06-11,1817.6,1821.24,1847.7,1817.6,1907.9,54,99775.8,1625.4,8.17,2024-06-12,1907.9,TP_HIT,3250.8,2.0,1
AAVAS,2025-04-21,2139.0,2143.28,2166.3,2139.0,2220.9,46,99649.8,1255.8,2.74,2025-04-22,2220.9,TP_HIT,2511.6,2.0,1
ABBOTINDIA,2022-12-21,21001.25,21043.25,21548.5,21001.25,22643.0,4,86194.0,2189.0,3.61,2023-01-05,22105.15,TIME_EXIT,2226.6,1.02,15
ABBOTINDIA,2023-04-05,22499.0,22544.0,22846.0,22499.0,23540.0,4,91384.0,1388.0,2.16,2023-04-13,22499.0,SL_HIT,-1388.0,-1.0,8
ABBOTINDIA,2023-07-28,23869.95,23917.69,24059.95,23869.95,24439.95,4,96239.8,760.0,1.74,2023-08-01,23869.95,SL_HIT,-760.0,-1.0,4
ABBOTINDIA,2023-08-03,24240.0,24288.48,24555.8,24240.0,25187.4,4,98223.2,1263.2,3.18,2023-08-04,24240.0,SL_HIT,-1263.2,-1.0,1
ABBOTINDIA,2024-01-11,24744.25,24793.74,25339.65,24744.25,26530.45,3,76018.95,1786.2,2.07,2024-01-29,25568.05,TIME_EXIT,685.2,0.38,18
ABBOTINDIA,2024-02-02,26381.65,26434.41,28064.3,26381.65,31429.6,1,28064.3,1682.65,4.2,2024-02-19,29526.7,TIME_EXIT,1462.4,0.87,17
ABBOTINDIA,2025-06-26,32200.0,32264.4,33055.0,32200.0,34765.0,2,66110.0,1710.0,3.59,2025-06-27,34765.0,TP_HIT,3420.0,2.0,1
ACE,2022-09-08,306.85,307.46,307.8,306.85,309.7,324,99727.2,307.8,1.59,2022-09-09,306.85,SL_HIT,-307.8,-1.0,1
ACE,2022-11-04,319.8,320.44,327.75,319.8,343.65,305,99963.75,2424.75,9.31,2022-11-10,319.8,SL_HIT,-2424.75,-1.0,6
ACE,2022-11-14,342.0,342.68,345.1,342.0,351.3,289,99733.9,895.9,2.37,2022-11-15,342.0,SL_HIT,-895.9,-1.0,1
ACE,2023-02-07,354.7,355.41,361.55,354.7,375.25,276,99787.8,1890.6,7.39,2023-02-08,354.7,SL_HIT,-1890.6,-1.0,1
ACE,2023-02-09,367.95,368.69,382.7,367.95,412.2,169,64676.3,2492.75,3.49,2023-02-13,367.95,SL_HIT,-2492.75,-1.0,4
ACE,2023-03-31,401.7,402.5,406.9,401.7,417.3,245,99690.5,1274.0,1.56,2023-04-05,401.7,SL_HIT,-1274.0,-1.0,5
ACE,2023-05-03,433.6,434.47,439.7,433.6,451.9,227,99811.9,1384.7,2.09,2023-05-09,433.6,SL_HIT,-1384.7,-1.0,6
ACE,2023-05-31,470.0,470.94,472.0,470.0,476.0,211,99592.0,422.0,3.89,2023-06-01,470.0,SL_HIT,-422.0,-1.0,1
ACE,2023-06-02,478.0,478.96,495.9,478.0,531.7,139,68930.1,2488.1,4.11,2023-06-09,478.0,SL_HIT,-2488.1,-1.0,7
ACE,2023-07-06,516.3,517.33,551.9,516.3,623.1,70,38633.0,2492.0,13.11,2023-07-10,623.1,TP_HIT,4984.0,2.0,4
ACE,2023-07-24,644.7,645.99,667.4,644.7,712.8,110,73414.0,2497.0,2.67,2023-07-26,712.8,TP_HIT,4994.0,2.0,2
ACE,2023-10-31,821.0,822.64,833.1,821.0,857.3,120,99972.0,1452.0,3.97,2023-11-01,857.3,TP_HIT,2904.0,2.0,1
ACE,2024-01-03,895.0,896.79,925.5,895.0,986.5,81,74965.5,2470.5,5.58,2024-01-04,895.0,SL_HIT,-2470.5,-1.0,1
ACE,2024-01-31,968.0,969.94,977.0,968.0,995.0,102,99654.0,918.0,2.71,2024-02-01,968.0,SL_HIT,-918.0,-1.0,1
ACE,2024-02-07,1020.5,1022.54,1116.9,1020.5,1309.7,25,27922.5,2410.0,9.13,2024-02-22,1095.45,TIME_EXIT,-536.25,-0.22,15
ACE,2024-02-27,1210.9,1213.32,1244.7,1210.9,1312.3,73,90863.1,2467.4,2.15,2024-02-28,1210.9,SL_HIT,-2467.4,-1.0,1
ACE,2024-03-01,1295.0,1297.59,1418.5,1295.0,1665.5,20,28370.0,2470.0,3.2,2024-03-06,1295.0,SL_HIT,-2470.0,-1.0,5
ACE,2024-04-01,1489.4,1492.38,1606.4,1489.4,1840.4,21,33734.4,2457.0,3.4,2024-04-10,1489.4,SL_HIT,-2457.0,-1.0,9
ACUTAAS,2023-06-09,629.4,630.66,639.5,629.4,659.7,156,99762.0,1575.6,1.65,2023-06-16,659.7,TP_HIT,3151.2,2.0,7
ACUTAAS,2023-08-23,679.0,680.36,684.9,679.0,696.7,146,99995.4,861.4,5.16,2023-08-24,679.0,SL_HIT,-861.4,-1.0,1
ACUTAAS,2024-09-13,741.7,743.18,754.6,741.7,780.4,132,99607.2,1702.8,4.24,2024-09-18,780.4,TP_HIT,3405.6,2.0,5
ACUTAAS,2024-09-20,797.7,799.3,815.6,797.7,851.4,122,99503.2,2183.8,1.98,2024-09-23,851.4,TP_HIT,4367.6,2.0,3
ACUTAAS,2024-10-30,945.0,946.89,959.6,945.0,988.8,104,99798.4,1518.4,6.6,2024-10-31,945.0,SL_HIT,-1518.4,-1.0,1
ACUTAAS,2024-12-02,1092.1,1094.28,1129.8,1092.1,1205.2,66,74566.8,2488.2,1.78,2024-12-12,1092.1,SL_HIT,-2488.2,-1.0,10
ACUTAAS,2025-07-31,1322.0,1324.64,1327.4,1322.0,1338.2,75,99555.0,405.0,7.32,2025-08-01,1322.0,SL_HIT,-405.0,-1.0,1
ACUTAAS,2025-08-19,1378.3,1381.06,1396.3,1378.3,1432.3,71,99137.3,1278.0,2.21,2025-08-20,1378.3,SL_HIT,-1278.0,-1.0,1
ACUTAAS,2025-09-05,1445.0,1447.89,1474.6,1445.0,1533.8,67,98798.2,1983.2,2.26,2025-09-12,1445.0,SL_HIT,-1983.2,-1.0,7
ACUTAAS,2025-10-15,1530.3,1533.36,1548.8,1530.3,1585.8,64,99123.2,1184.0,2.32,2025-10-16,1530.3,SL_HIT,-1184.0,-1.0,1
ACUTAAS,2025-10-17,1582.7,1585.87,1646.9,1582.7,1775.3,38,62582.2,2439.6,7.11,2025-10-20,1775.3,TP_HIT,4879.2,2.0,3
ACUTAAS,2025-11-24,1868.2,1871.94,1872.2,1868.2,1880.2,53,99226.6,212.0,7.12,2025-11-25,1868.2,SL_HIT,-212.0,-1.0,1
ACUTAAS,2026-01-29,1902.0,1905.8,1934.1,1902.0,1998.3,51,98639.1,1637.1,3.62,2026-01-30,1902.0,SL_HIT,-1637.1,-1.0,1
ACUTAAS,2026-03-05,2206.0,2210.41,2234.9,2206.0,2292.7,44,98335.6,1271.6,1.68,2026-03-06,2292.7,TP_HIT,2543.2,2.0,1
ACUTAAS,2026-03-17,2297.3,2301.89,2302.6,2297.3,2313.2,43,99011.8,227.9,2.04,2026-03-18,2297.3,SL_HIT,-227.9,-1.0,1
ACUTAAS,2026-03-20,2324.3,2328.95,2399.8,2324.3,2550.8,33,79193.4,2491.5,1.86,2026-03-23,2324.3,SL_HIT,-2491.5,-1.0,3
ACUTAAS,2026-06-05,3188.1,3194.48,3328.3,3188.1,3608.7,17,56581.1,2383.4,2.52,2026-06-09,3188.1,SL_HIT,-2383.4,-1.0,4
ACUTAAS,2026-06-29,3444.3,3451.19,3568.2,3444.3,3816.0,20,71364.0,2478.0,5.29,2026-06-30,3444.3,SL_HIT,-2478.0,-1.0,1
ADANIENSOL,2022-08-29,3785.0,3792.57,3855.55,3785.0,3996.65,25,96388.75,1763.75,2.1,2022-08-30,3996.65,TP_HIT,3527.5,2.0,1
ADANIENSOL,2024-08-01,1250.0,1252.5,1275.2,1250.0,1325.6,78,99465.6,1965.6,14.94,2024-08-02,1250.0,SL_HIT,-1965.6,-1.0,1
ADANIENSOL,2026-04-08,1067.7,1069.84,1073.3,1067.7,1084.5,93,99816.9,520.8,2.31,2026-04-09,1067.7,SL_HIT,-520.8,-1.0,1
ADANIENSOL,2026-04-10,1085.0,1087.17,1157.9,1085.0,1303.7,34,39368.6,2478.6,3.72,2026-04-22,1303.7,TP_HIT,4957.2,2.0,12
ADANIENSOL,2026-04-24,1389.45,1392.23,1411.95,1389.45,1456.95,70,98836.5,1575.0,2.42,2026-04-27,1389.45,SL_HIT,-1575.0,-1.0,3
ADANIENSOL,2026-05-27,1489.0,1491.98,1540.1,1489.0,1642.3,48,73924.8,2452.8,2.01,2026-06-01,1489.0,SL_HIT,-2452.8,-1.0,5
ADANIENT,2022-08-16,2783.5,2789.07,2885.0,2783.5,3088.0,24,69240.0,2436.0,1.84,2022-08-18,3088.0,TP_HIT,4872.0,2.0,2
ADANIENT,2022-09-02,3163.5,3169.83,3253.4,3163.5,3433.2,27,87841.8,2427.3,2.02,2022-09-13,3433.2,TP_HIT,4854.6,2.0,11
ADANIENT,2022-09-15,3497.9,3504.9,3634.3,3497.9,3907.1,18,65417.4,2455.2,1.55,2022-09-21,3497.9,SL_HIT,-2455.2,-1.0,6
ADANIENT,2022-11-07,3766.5,3774.03,3839.7,3766.5,3986.1,26,99832.2,1903.2,3.07,2022-11-16,3766.5,SL_HIT,-1903.2,-1.0,9
ADANIENT,2022-12-20,3978.8,3986.76,4038.2,3978.8,4157.0,24,96916.8,1425.6,2.25,2022-12-21,3978.8,SL_HIT,-1425.6,-1.0,1
ADANIENT,2024-05-23,3247.8,3254.3,3283.9,3247.8,3356.1,30,98517.0,1083.0,3.8,2024-05-27,3247.8,SL_HIT,-1083.0,-1.0,4
ADANIENT,2026-05-14,2612.8,2618.03,2712.9,2612.8,2913.1,24,65109.6,2402.4,3.74,2026-05-26,2913.1,TP_HIT,4804.8,2.0,12
ADANIENT,2026-06-05,3027.5,3033.55,3048.2,3027.5,3089.6,32,97542.4,662.4,1.99,2026-06-08,3027.5,SL_HIT,-662.4,-1.0,3
ADANIENT,2026-07-01,3105.0,3111.21,3143.6,3105.0,3220.8,31,97451.6,1196.6,1.7,2026-07-02,3220.8,TP_HIT,2393.2,2.0,1
ADANIGREEN,2024-02-07,1762.05,1765.57,1866.0,1762.05,2073.9,24,44784.0,2494.8,5.28,2024-02-13,1762.05,SL_HIT,-2494.8,-1.0,6
ADANIPORTS,2022-09-12,925.0,926.85,938.5,925.0,965.5,106,99481.0,1431.0,1.52,2022-09-15,965.5,TP_HIT,2862.0,2.0,3
ADANIPORTS,2023-12-05,912.0,913.82,1013.1,912.0,1215.3,24,24314.4,2426.4,10.48,2023-12-20,1012.15,TIME_EXIT,-22.8,-0.01,15
ADANIPORTS,2024-01-09,1182.0,1184.36,1197.1,1182.0,1227.3,83,99359.3,1253.3,1.89,2024-01-17,1182.0,SL_HIT,-1253.3,-1.0,8
ADANIPORTS,2024-02-02,1239.5,1241.98,1261.45,1239.5,1305.35,79,99654.55,1734.05,1.55,2024-02-08,1239.5,SL_HIT,-1734.05,-1.0,6
ADANIPORTS,2024-04-02,1381.75,1384.51,1404.15,1381.75,1448.95,71,99694.65,1590.4,1.66,2024-04-04,1381.75,SL_HIT,-1590.4,-1.0,2
ADANIPORTS,2024-05-23,1424.95,1427.8,1443.35,1424.95,1480.15,69,99591.15,1269.6,2.54,2024-05-24,1424.95,SL_HIT,-1269.6,-1.0,1
ADANIPORTS,2024-06-03,1457.05,1459.96,1583.95,1457.05,1837.75,19,30095.05,2411.1,5.45,2024-06-04,1457.05,SL_HIT,-2411.1,-1.0,1
ADANIPORTS,2025-11-12,1494.0,1496.99,1506.9,1494.0,1532.7,66,99455.4,851.4,1.9,2025-11-13,1494.0,SL_HIT,-851.4,-1.0,1
ADANIPORTS,2026-02-04,1549.0,1552.1,1567.9,1549.0,1605.7,63,98777.7,1190.7,2.36,2026-02-05,1549.0,SL_HIT,-1190.7,-1.0,1
ADANIPORTS,2026-05-04,1677.0,1680.35,1742.6,1677.0,1873.8,38,66218.8,2492.8,1.88,2026-05-19,1762.8,TIME_EXIT,767.6,0.31,15
ADANIPOWER,2022-08-16,70.8,70.94,72.45,70.8,75.75,1380,99981.0,2277.0,2.19,2022-08-17,75.75,TP_HIT,4554.0,2.0,1
ADANIPOWER,2022-08-18,76.1,76.25,79.9,76.1,87.5,657,52494.3,2496.6,2.13,2022-08-25,76.1,SL_HIT,-2496.6,-1.0,7
ADANIPOWER,2023-11-28,81.95,82.11,89.25,81.95,103.85,342,30523.5,2496.6,5.23,2023-12-05,103.85,TP_HIT,4993.2,2.0,7
ADANIPOWER,2023-12-06,109.15,109.37,112.1,109.15,118.0,847,94948.7,2498.65,2.34,2023-12-08,109.15,SL_HIT,-2498.65,-1.0,2
ADANIPOWER,2024-04-03,117.9,118.14,123.55,117.9,134.85,442,54609.1,2497.3,3.76,2024-04-15,117.9,SL_HIT,-2497.3,-1.0,12
ADANIPOWER,2024-05-21,130.4,130.66,136.0,130.4,147.2,446,60656.0,2497.6,2.75,2024-05-31,147.2,TP_HIT,4995.2,2.0,10
ADANIPOWER,2024-06-03,159.4,159.72,174.9,159.4,205.9,161,28158.9,2495.5,5.11,2024-06-04,159.4,SL_HIT,-2495.5,-1.0,1
ADANIPOWER,2025-09-19,136.3,136.57,141.9,136.3,153.1,446,63287.4,2497.6,11.97,2025-09-22,153.1,TP_HIT,4995.2,2.0,3
ADANIPOWER,2026-04-17,194.37,194.76,198.5,194.37,206.76,503,99845.5,2077.39,1.92,2026-04-20,206.76,TP_HIT,4154.78,2.0,3
ADANIPOWER,2026-04-22,207.5,207.91,215.65,207.5,231.95,306,65988.9,2493.9,2.2,2026-04-24,207.5,SL_HIT,-2493.9,-1.0,2
ADANIPOWER,2026-05-26,234.6,235.07,244.53,234.6,264.39,251,61377.03,2492.43,2.07,2026-06-01,234.6,SL_HIT,-2492.43,-1.0,6
ATGL,2022-08-30,3550.0,3557.1,3744.95,3550.0,4134.85,12,44939.4,2339.4,2.78,2022-09-05,3550.0,SL_HIT,-2339.4,-1.0,6
ATGL,2026-05-27,798.0,799.6,808.55,798.0,829.65,123,99451.65,1297.65,10.98,2026-05-29,798.0,SL_HIT,-1297.65,-1.0,2
ABCAPITAL,2022-11-29,139.2,139.48,144.1,139.2,153.9,510,73491.0,2499.0,6.15,2022-12-05,153.9,TP_HIT,4998.0,2.0,6
ABCAPITAL,2023-04-17,162.45,162.77,164.65,162.45,169.05,607,99942.55,1335.4,1.84,2023-04-18,162.45,SL_HIT,-1335.4,-1.0,1
ABCAPITAL,2023-06-27,183.6,183.97,192.3,183.6,209.7,287,55190.1,2496.9,7.18,2023-07-11,183.6,SL_HIT,-2496.9,-1.0,14
ABCAPITAL,2024-04-02,199.3,199.7,201.05,199.3,204.55,497,99921.85,869.75,8.72,2024-04-03,199.3,SL_HIT,-869.75,-1.0,1
ABCAPITAL,2024-04-23,211.0,211.42,216.85,211.0,228.55,427,92594.95,2497.95,3.17,2024-04-25,228.55,TP_HIT,4995.9,2.0,2
ABCAPITAL,2025-06-17,251.0,251.5,255.11,251.0,263.33,391,99748.01,1607.01,2.23,2025-06-23,263.33,TP_HIT,3214.02,2.0,6
ABCAPITAL,2025-06-24,266.73,267.26,271.19,266.73,280.11,368,99797.92,1641.28,1.56,2025-07-01,280.11,TP_HIT,3282.56,2.0,7
ABCAPITAL,2025-10-30,318.3,318.94,326.8,318.3,343.8,294,96079.2,2499.0,6.54,2025-11-07,343.8,TP_HIT,4998.0,2.0,8
ABCAPITAL,2025-12-09,360.6,361.32,364.05,360.6,370.95,274,99749.7,945.3,1.53,2025-12-10,360.6,SL_HIT,-945.3,-1.0,1
ABFRL,2022-09-13,248.9,249.4,249.75,248.9,251.45,400,99900.0,340.0,1.68,2022-09-14,248.9,SL_HIT,-340.0,-1.0,1
ABFRL,2022-10-31,266.2,266.73,267.85,266.2,271.15,373,99908.05,615.45,2.0,2022-11-01,271.15,TP_HIT,1230.9,2.0,1
ABFRL,2024-05-21,209.6,210.02,212.95,209.6,219.65,469,99873.55,1571.15,2.66,2024-05-23,209.6,SL_HIT,-1571.15,-1.0,2
ABFRL,2024-05-24,218.15,218.59,219.5,218.15,222.2,455,99872.5,614.25,2.41,2024-05-27,218.15,SL_HIT,-614.25,-1.0,3
ABFRL,2024-05-29,225.4,225.85,226.5,225.4,228.7,441,99886.5,485.1,2.46,2024-05-30,225.4,SL_HIT,-485.1,-1.0,1
ABFRL,2024-06-05,230.25,230.71,230.8,230.25,231.9,433,99936.4,238.15,2.71,2024-06-06,231.9,TP_HIT,476.3,2.0,1
ABREL,2023-09-05,1108.0,1110.22,1114.95,1108.0,1128.85,89,99230.55,618.55,6.66,2023-09-06,1108.0,SL_HIT,-618.55,-1.0,1
ABREL,2023-10-10,1140.0,1142.28,1146.95,1140.0,1160.85,87,99784.65,604.65,3.67,2023-10-11,1160.85,TP_HIT,1209.3,2.0,1
ABREL,2023-12-04,1296.0,1298.59,1322.7,1296.0,1376.1,75,99202.5,2002.5,1.62,2023-12-08,1296.0,SL_HIT,-2002.5,-1.0,4
ABREL,2024-01-04,1363.15,1365.88,1398.25,1363.15,1468.45,71,99275.75,2492.1,15.57,2024-01-05,1468.45,TP_HIT,4984.2,2.0,1
ABREL,2024-01-09,1513.85,1516.88,1540.2,1513.85,1592.9,64,98572.8,1686.4,1.82,2024-01-10,1513.85,SL_HIT,-1686.4,-1.0,1
ABREL,2024-03-28,1598.9,1602.1,1629.9,1598.9,1691.9,61,99423.9,1891.0,16.47,2024-04-01,1691.9,TP_HIT,3782.0,2.0,4
ABREL,2024-04-08,1725.3,1728.75,1742.4,1725.3,1776.6,57,99316.8,974.7,2.5,2024-04-09,1776.6,TP_HIT,1949.4,2.0,1
ABREL,2024-06-18,2289.0,2293.58,2358.9,2289.0,2498.7,35,82561.5,2446.5,2.03,2024-06-19,2289.0,SL_HIT,-2446.5,-1.0,1
ABREL,2024-08-27,2449.95,2454.85,2511.8,2449.95,2635.5,39,97960.2,2412.15,4.4,2024-08-29,2449.95,SL_HIT,-2412.15,-1.0,2
ABREL,2024-09-11,2530.0,2535.06,2613.35,2530.0,2780.05,29,75787.15,2417.15,6.09,2024-09-12,2780.05,TP_HIT,4834.3,2.0,1
ABREL,2024-09-13,2824.95,2830.6,2896.1,2824.95,3038.4,34,98467.4,2419.1,1.71,2024-09-16,2824.95,SL_HIT,-2419.1,-1.0,3
ABREL,2024-10-18,2967.0,2972.93,3052.8,2967.0,3224.4,29,88531.2,2488.2,3.55,2024-10-21,2967.0,SL_HIT,-2488.2,-1.0,3
ABSLAMC,2023-12-18,471.9,472.84,475.5,471.9,482.7,210,99855.0,756.0,3.24,2023-12-19,471.9,SL_HIT,-756.0,-1.0,1
ABSLAMC,2024-01-12,494.65,495.64,498.7,494.65,506.8,200,99740.0,810.0,3.32,2024-01-15,506.8,TP_HIT,1620.0,2.0,3
ABSLAMC,2024-02-27,511.95,512.97,525.75,511.95,553.35,181,95160.75,2497.8,5.95,2024-03-06,511.95,SL_HIT,-2497.8,-1.0,8
ABSLAMC,2024-04-24,537.0,538.07,550.9,537.0,578.7,179,98611.1,2488.1,4.84,2024-04-29,537.0,SL_HIT,-2488.1,-1.0,5
ABSLAMC,2024-06-03,569.4,570.54,574.8,569.4,585.6,173,99440.4,934.2,3.6,2024-06-04,569.4,SL_HIT,-934.2,-1.0,1
ABSLAMC,2024-06-11,603.0,604.21,618.7,603.0,650.1,159,98373.3,2496.3,2.14,2024-06-13,650.1,TP_HIT,4992.6,2.0,2
ABSLAMC,2024-08-20,732.4,733.86,751.4,732.4,789.4,131,98433.4,2489.0,3.19,2024-08-23,732.4,SL_HIT,-2489.0,-1.0,3
ABSLAMC,2024-10-16,775.0,776.55,779.05,775.0,787.15,128,99718.4,518.4,21.43,2024-10-17,775.0,SL_HIT,-518.4,-1.0,1
ABSLAMC,2024-11-27,869.8,871.54,883.5,869.8,910.9,113,99835.5,1548.1,2.09,2024-11-29,869.8,SL_HIT,-1548.1,-1.0,2
ABSLAMC,2026-03-10,934.6,936.47,975.75,934.6,1058.05,60,58545.0,2469.0,12.93,2026-03-13,934.6,SL_HIT,-2469.0,-1.0,3
ABSLAMC,2026-06-15,1123.5,1125.75,1146.1,1123.5,1191.3,87,99710.7,1966.2,2.9,2026-06-16,1123.5,SL_HIT,-1966.2,-1.0,1
AEGISLOG,2022-08-29,291.0,291.58,294.8,291.0,302.4,339,99937.2,1288.2,6.07,2022-08-30,291.0,SL_HIT,-1288.2,-1.0,1
AEGISLOG,2022-10-28,308.0,308.62,317.5,308.0,336.5,263,83502.5,2498.5,6.98,2022-11-01,308.0,SL_HIT,-2498.5,-1.0,4
AEGISLOG,2022-12-13,341.6,342.28,362.4,341.6,404.0,120,43488.0,2496.0,3.4,2022-12-22,341.6,SL_HIT,-2496.0,-1.0,9
AEGISLOG,2023-03-08,388.8,389.58,391.75,388.8,397.65,255,99896.25,752.25,6.66,2023-03-09,388.8,SL_HIT,-752.25,-1.0,1
AEGISLOG,2023-04-24,405.0,405.81,407.85,405.0,413.55,245,99923.25,698.25,3.52,2023-04-25,405.0,SL_HIT,-698.25,-1.0,1
AEGISLOG,2024-02-15,410.5,411.32,426.7,410.5,459.1,154,65711.8,2494.8,4.95,2024-02-16,459.1,TP_HIT,4989.6,2.0,1
AEGISLOG,2024-04-12,472.0,472.94,480.25,472.0,496.75,208,99892.0,1716.0,1.77,2024-04-15,472.0,SL_HIT,-1716.0,-1.0,3
AEGISLOG,2024-04-16,500.9,501.9,525.95,500.9,576.05,99,52069.05,2479.95,5.69,2024-04-18,500.9,SL_HIT,-2479.95,-1.0,2
AEGISLOG,2024-04-24,553.95,555.06,604.5,553.95,705.6,49,29620.5,2476.95,6.27,2024-04-29,705.6,TP_HIT,4953.9,2.0,5
AEGISLOG,2024-05-24,707.45,708.86,710.25,707.45,715.85,140,99435.0,392.0,3.28,2024-05-27,707.45,SL_HIT,-392.0,-1.0,3
AEGISLOG,2024-06-06,781.0,782.56,791.15,781.0,811.45,126,99684.9,1278.9,2.68,2024-06-07,781.0,SL_HIT,-1278.9,-1.0,1
AEGISLOG,2026-06-15,976.4,978.35,984.3,976.4,1000.1,101,99414.3,797.9,2.04,2026-06-16,976.4,SL_HIT,-797.9,-1.0,1
AFFLE,2023-12-29,1271.1,1273.64,1306.1,1271.1,1376.1,71,92733.1,2485.0,2.36,2024-01-08,1271.1,SL_HIT,-2485.0,-1.0,10
AFFLE,2024-06-26,1343.85,1346.54,1370.55,1343.85,1423.95,72,98679.6,1922.4,9.36,2024-06-27,1343.85,SL_HIT,-1922.4,-1.0,1
AFFLE,2024-08-09,1546.95,1550.04,1595.2,1546.95,1691.7,51,81355.2,2460.75,8.83,2024-08-13,1546.95,SL_HIT,-2460.75,-1.0,4
AFFLE,2024-12-02,1715.0,1718.43,1736.2,1715.0,1778.6,57,98963.4,1208.4,8.22,2024-12-03,1778.6,TP_HIT,2416.8,2.0,1
AFFLE,2025-06-10,1888.0,1891.78,1939.0,1888.0,2041.0,49,95011.0,2499.0,6.69,2025-06-13,1888.0,SL_HIT,-2499.0,-1.0,3
AFFLE,2025-07-03,2040.0,2044.08,2044.8,2040.0,2054.4,48,98150.4,230.4,2.13,2025-07-04,2040.0,SL_HIT,-230.4,-1.0,1
AFFLE,2025-09-17,2133.7,2137.97,2145.7,2133.7,2169.7,46,98702.2,552.0,2.25,2025-09-18,2133.7,SL_HIT,-552.0,-1.0,1
AJANTPHARM,2023-06-08,1457.5,1460.41,1469.5,1457.5,1493.5,68,99926.0,816.0,1.5,2023-06-09,1457.5,SL_HIT,-816.0,-1.0,1
AJANTPHARM,2023-09-13,1805.0,1808.61,1821.25,1805.0,1853.75,54,98347.5,877.5,12.47,2023-09-14,1805.0,SL_HIT,-877.5,-1.0,1
AJANTPHARM,2023-11-15,1910.0,1913.82,1949.3,1910.0,2027.9,51,99414.3,2004.3,2.43,2023-11-17,1910.0,SL_HIT,-2004.3,-1.0,2
AJANTPHARM,2024-07-31,2579.9,2585.06,2695.1,2579.9,2925.5,21,56597.1,2419.2,4.83,2024-08-07,2925.5,TP_HIT,4838.4,2.0,7
AJANTPHARM,2024-09-10,3409.4,3416.22,3426.5,3409.4,3460.7,29,99368.5,495.9,1.62,2024-09-11,3409.4,SL_HIT,-495.9,-1.0,1
AJANTPHARM,2026-03-12,3081.6,3087.76,3119.5,3081.6,3195.3,32,99824.0,1212.8,2.82,2026-03-13,3081.6,SL_HIT,-1212.8,-1.0,1
AJANTPHARM,2026-05-14,3228.0,3234.46,3259.2,3228.0,3321.6,30,97776.0,936.0,2.55,2026-05-15,3228.0,SL_HIT,-936.0,-1.0,1
AJANTPHARM,2026-06-29,3314.9,3321.53,3384.2,3314.9,3522.8,29,98141.8,2009.7,7.08,2026-06-30,3314.9,SL_HIT,-2009.7,-1.0,1
ALKEM,2023-05-09,3544.1,3551.19,3618.05,3544.1,3765.95,27,97687.35,1996.65,3.19,2023-05-11,3544.1,SL_HIT,-1996.65,-1.0,2
ALKEM,2023-07-25,3794.9,3802.49,3950.65,3794.9,4262.15,16,63210.4,2492.0,4.05,2023-08-09,4227.25,TIME_EXIT,4425.6,1.78,15
ALKEM,2024-08-08,5578.8,5589.96,5687.05,5578.8,5903.55,17,96679.85,1840.25,3.2,2024-08-09,5578.8,SL_HIT,-1840.25,-1.0,1
